Education,Marital_Status,Income,Recency,NumDealsPurchases,NumWebVisitsMonth,Response,Age,Total_Spend,Total_Purchases,Total_Dependents,Total_Campaigns_Accepted,Cluster,Cluster_Label
1,0,82224.0,83,1,3,0,62,902,20,0,1,2,High-Value
1,0,83844.0,57,1,1,0,74,1574,19,0,1,2,High-Value
0,0,17003.0,37,3,5,0,51,38,6,1,0,1,Budget-Conscious
1,1,71163.0,30,1,1,0,31,960,23,0,0,2,High-Value
1,1,33697.0,34,1,7,0,56,28,3,1,1,1,Budget-Conscious
0,0,63564.0,0,1,6,1,72,1215,27,0,1,3,Premium Loyal
2,0,83443.0,89,1,2,0,54,1497,21,0,0,2,High-Value
2,0,51518.0,92,2,3,0,68,449,15,1,0,2,High-Value
1,1,58330.0,87,1,4,0,51,1064,23,1,0,2,High-Value
1,0,80952.0,20,1,8,1,57,1757,24,0,3,3,Premium Loyal
1,0,75507.0,56,1,3,0,47,1440,20,0,0,2,High-Value
0,0,63855.0,28,1,4,0,48,1006,23,0,0,2,High-Value
2,0,62220.0,55,5,6,1,54,1226,18,1,0,0,Deal-Seeking Parents
1,0,58512.0,25,5,8,0,62,1171,15,1,0,0,Deal-Seeking Parents
2,0,40662.0,0,2,4,0,47,92,6,1,0,1,Budget-Conscious
2,0,38829.0,86,1,5,0,67,99,7,1,0,1,Budget-Conscious
0,0,35523.0,8,2,7,0,45,66,6,1,0,1,Budget-Conscious
1,1,79146.0,33,2,6,0,59,564,17,2,0,0,Deal-Seeking Parents
2,0,78285.0,13,1,3,0,38,1427,20,0,0,2,High-Value
2,1,31626.0,12,1,7,1,48,86,5,1,1,1,Budget-Conscious
1,1,75127.0,92,1,1,0,74,833,18,0,0,2,High-Value
1,0,48726.0,90,3,6,0,71,242,9,1,0,1,Budget-Conscious
1,0,74985.0,8,1,2,0,49,1869,16,0,0,2,High-Value
1,0,67430.0,6,1,6,0,39,1364,28,0,0,2,High-Value
0,0,46891.0,91,1,4,0,61,183,7,1,0,1,Budget-Conscious
2,0,62058.0,52,4,6,0,70,450,14,1,0,0,Deal-Seeking Parents
1,0,72063.0,3,2,2,0,47,758,19,1,0,2,High-Value
2,0,78939.0,57,1,3,0,75,1507,19,0,0,2,High-Value
1,1,42720.0,9,8,8,1,61,654,17,2,0,0,Deal-Seeking Parents
1,0,33622.0,22,3,7,0,54,81,6,2,0,1,Budget-Conscious
2,0,6835.0,76,0,20,0,69,137,1,1,0,1,Budget-Conscious
1,0,41452.0,86,1,7,0,73,16,3,2,0,1,Budget-Conscious
2,1,40760.0,64,2,6,0,61,93,6,1,0,1,Budget-Conscious
2,0,74250.0,90,1,1,0,68,1158,17,0,0,2,High-Value
2,1,51124.0,79,2,3,0,71,43,4,2,0,1,Budget-Conscious
1,1,72258.0,28,2,2,0,55,1525,20,1,0,2,High-Value
2,1,71466.0,86,1,1,0,52,1230,18,0,0,2,High-Value
1,0,36283.0,42,2,4,0,50,29,4,2,0,1,Budget-Conscious
1,1,20587.0,39,1,7,0,56,25,4,1,0,1,Budget-Conscious
1,0,30467.0,8,1,7,0,54,24,3,1,0,1,Budget-Conscious
1,0,31590.0,40,1,8,0,54,38,4,1,0,1,Budget-Conscious
0,0,20425.0,5,2,7,0,40,57,5,1,0,1,Budget-Conscious
2,0,17144.0,96,5,7,0,66,47,7,2,0,0,Deal-Seeking Parents
2,1,42564.0,28,6,7,1,58,813,18,1,1,0,Deal-Seeking Parents
2,0,43783.0,22,6,7,0,48,629,16,1,1,0,Deal-Seeking Parents
1,1,40780.0,30,4,9,0,50,377,13,1,0,0,Deal-Seeking Parents
2,0,62847.0,45,1,2,0,81,1612,13,0,0,2,High-Value
2,0,82017.0,58,1,2,1,69,729,16,0,3,3,Premium Loyal
1,1,16813.0,49,1,7,0,76,50,5,0,1,1,Budget-Conscious
1,0,51267.0,37,4,4,0,48,270,11,2,0,0,Deal-Seeking Parents
1,1,46524.0,70,2,3,0,65,177,7,1,0,1,Budget-Conscious
2,1,45183.0,33,1,7,0,64,315,12,0,1,1,Budget-Conscious
2,0,70421.0,98,3,6,0,72,767,20,1,0,2,High-Value
0,1,60161.0,17,3,8,0,61,1071,23,1,0,0,Deal-Seeking Parents
1,0,73926.0,54,1,3,0,53,1580,23,0,0,2,High-Value
1,0,19329.0,39,3,8,0,58,60,7,1,0,1,Budget-Conscious
2,0,61872.0,81,4,4,0,56,573,17,1,0,0,Deal-Seeking Parents
1,1,46984.0,71,1,5,0,70,41,4,2,0,1,Budget-Conscious
1,0,34838.0,62,3,6,0,75,170,7,2,0,1,Budget-Conscious
2,1,82716.0,8,1,2,0,82,1167,27,0,0,2,High-Value
1,0,48192.0,76,3,8,1,68,1526,22,0,3,3,Premium Loyal
2,0,49681.0,66,6,7,0,50,458,15,2,0,0,Deal-Seeking Parents
2,0,56850.0,83,1,2,0,55,63,5,1,0,1,Budget-Conscious
1,0,55267.0,28,4,3,0,69,405,13,1,0,0,Deal-Seeking Parents
1,0,59666.0,87,7,8,0,54,1027,13,2,1,0,Deal-Seeking Parents
1,1,72504.0,43,2,2,0,54,1478,20,1,0,2,High-Value
1,0,26872.0,0,1,6,0,45,72,4,0,0,1,Budget-Conscious
1,1,21359.0,1,2,8,1,54,48,5,1,0,1,Budget-Conscious
1,1,73170.0,1,1,2,0,51,726,15,0,0,2,High-Value
2,0,52750.0,72,6,4,0,71,860,21,1,0,0,Deal-Seeking Parents
2,0,91820.0,72,0,1,0,40,1497,22,0,0,2,High-Value
2,0,65968.0,12,2,3,0,56,495,16,1,0,2,High-Value
1,0,30772.0,89,1,6,0,50,20,3,2,0,1,Budget-Conscious
1,1,22507.0,67,3,9,0,72,570,16,0,0,1,Budget-Conscious
1,0,65685.0,54,1,5,0,54,769,20,1,0,2,High-Value
0,0,25804.0,34,2,8,0,48,55,5,1,0,1,Budget-Conscious
2,1,76412.0,15,1,3,1,46,1808,17,0,2,3,Premium Loyal
1,0,22063.0,43,2,7,0,54,55,5,1,0,1,Budget-Conscious
1,1,57091.0,0,1,5,1,65,577,17,0,1,3,Premium Loyal
1,0,22419.0,74,1,8,0,63,162,7,0,0,1,Budget-Conscious
1,0,87771.0,61,1,6,1,67,1957,19,1,4,3,Premium Loyal
0,1,78353.0,51,1,8,0,67,1576,23,1,0,2,High-Value
1,0,93404.0,97,3,5,0,72,1616,14,3,2,0,Deal-Seeking Parents
1,1,37859.0,75,2,8,0,64,36,4,3,0,1,Budget-Conscious
2,1,80995.0,83,1,4,0,68,1482,21,1,0,2,High-Value
1,0,16529.0,23,1,6,0,42,22,4,1,0,1,Budget-Conscious
2,1,55412.0,65,1,5,0,50,63,5,2,0,1,Budget-Conscious
1,1,48789.0,94,1,6,0,34,680,17,0,0,2,High-Value
2,0,56575.0,42,3,5,0,59,542,17,2,0,0,Deal-Seeking Parents
0,0,25130.0,10,2,7,0,46,50,5,1,0,1,Budget-Conscious
1,0,35441.0,94,2,8,0,59,39,4,2,0,1,Budget-Conscious
1,0,71391.0,50,5,3,0,70,1043,23,1,0,2,High-Value
2,1,49494.0,46,2,7,0,54,385,12,1,0,1,Budget-Conscious
1,1,81702.0,98,1,3,0,46,1633,26,0,0,2,High-Value
0,1,45889.0,42,1,6,0,46,46,4,1,0,1,Budget-Conscious
1,1,56628.0,30,2,5,0,49,761,18,1,1,2,High-Value
1,0,34026.0,11,3,5,0,76,76,6,2,0,1,Budget-Conscious
1,0,40049.0,61,3,5,0,52,290,11,1,0,1,Budget-Conscious
1,1,34176.0,12,4,6,0,38,89,7,1,0,1,Budget-Conscious
1,0,19419.0,76,4,9,0,45,70,7,1,0,1,Budget-Conscious
0,0,82504.0,2,1,1,0,66,1066,16,0,0,2,High-Value
1,0,81205.0,43,1,2,1,56,2009,18,0,3,3,Premium Loyal
0,1,61618.0,27,2,3,0,35,1345,17,0,0,2,High-Value
2,1,55284.0,60,3,5,0,70,764,20,1,0,2,High-Value
1,1,49980.0,79,2,5,0,63,195,9,1,0,1,Budget-Conscious
1,0,15072.0,96,4,5,0,46,53,7,2,0,1,Budget-Conscious
1,1,49166.0,17,2,6,0,52,368,11,1,0,1,Budget-Conscious
2,0,65324.0,0,3,4,0,72,544,17,1,0,2,High-Value
0,0,82347.0,38,1,3,0,69,1853,24,0,2,3,Premium Loyal
2,0,30843.0,43,2,5,0,60,35,4,2,1,1,Budget-Conscious
2,0,46374.0,1,3,8,1,52,446,15,1,2,3,Premium Loyal
1,1,60474.0,25,7,7,0,47,1180,24,1,0,0,Deal-Seeking Parents
2,0,38576.0,2,1,7,0,53,41,4,1,0,1,Budget-Conscious
1,0,55357.0,66,3,5,0,41,727,19,2,0,0,Deal-Seeking Parents
1,0,37758.0,49,2,8,0,60,40,4,2,0,1,Budget-Conscious
0,0,85710.0,5,1,2,0,37,1062,25,0,1,2,High-Value
1,0,23228.0,71,2,8,0,57,40,5,1,0,1,Budget-Conscious
2,0,44602.0,35,6,8,0,57,292,11,2,0,0,Deal-Seeking Parents
1,0,7500.0,94,1,6,0,39,15,3,0,0,1,Budget-Conscious
0,0,38683.0,80,6,7,0,37,341,11,1,0,0,Deal-Seeking Parents
0,1,49514.0,61,2,7,0,51,369,11,1,0,1,Budget-Conscious
2,0,57906.0,29,3,4,0,53,401,14,1,0,2,High-Value
2,1,43456.0,0,3,5,0,60,393,14,1,0,0,Deal-Seeking Parents
2,1,19485.0,80,1,7,0,40,10,3,2,0,1,Budget-Conscious
1,0,53172.0,54,3,3,0,48,486,13,1,0,2,High-Value
1,0,30545.0,71,2,7,0,47,69,5,1,0,1,Budget-Conscious
2,0,70123.0,27,1,3,0,43,1727,16,0,2,3,Premium Loyal
1,1,62450.0,61,2,3,0,67,995,14,1,1,2,High-Value
1,0,21675.0,55,3,7,0,50,45,7,1,0,1,Budget-Conscious
0,1,42395.0,35,4,7,0,45,182,8,2,0,1,Budget-Conscious
2,0,61346.0,34,1,3,0,48,989,22,1,0,2,High-Value
1,0,80812.0,95,1,2,0,73,1677,17,0,3,3,Premium Loyal
2,1,42835.0,64,7,6,0,55,595,16,2,0,0,Deal-Seeking Parents
1,0,39922.0,30,2,8,0,43,156,7,1,0,1,Budget-Conscious
2,1,86424.0,12,1,1,0,70,1226,27,0,0,2,High-Value
0,0,17117.0,96,4,9,0,48,128,7,1,0,1,Budget-Conscious
1,1,24762.0,16,3,8,1,54,86,6,1,1,1,Budget-Conscious
1,0,35797.0,16,2,8,0,51,68,5,1,0,1,Budget-Conscious
1,1,36627.0,78,1,5,0,51,16,3,2,0,1,Budget-Conscious
0,0,51111.0,83,2,6,0,45,55,5,2,0,1,Budget-Conscious
2,1,86857.0,96,1,2,1,54,2114,21,0,0,3,Premium Loyal
2,0,82072.0,67,1,1,0,56,2018,18,0,0,2,High-Value
2,1,46231.0,87,4,9,0,73,263,11,3,0,0,Deal-Seeking Parents
1,0,42243.0,34,2,7,0,67,55,5,2,0,1,Budget-Conscious
1,0,51195.0,46,8,8,0,64,564,16,2,0,0,Deal-Seeking Parents
2,1,68092.0,7,2,5,0,48,1281,18,0,0,2,High-Value
1,0,31814.0,73,2,9,0,53,83,5,1,1,1,Budget-Conscious
2,1,51390.0,54,6,5,0,61,353,12,2,0,0,Deal-Seeking Parents
1,0,76630.0,93,1,1,0,43,1003,24,0,0,2,High-Value
0,1,26868.0,52,1,7,0,35,14,3,1,0,1,Budget-Conscious
2,1,48948.0,53,2,6,1,83,902,22,0,1,3,Premium Loyal
2,1,55260.0,81,2,6,0,54,1139,23,1,0,2,High-Value
1,0,64090.0,8,1,5,1,70,797,19,1,0,2,High-Value
1,1,78331.0,97,2,4,0,68,1638,23,1,0,2,High-Value
2,0,37087.0,50,3,6,0,52,401,14,1,0,1,Budget-Conscious
1,1,21846.0,38,4,8,0,40,84,7,1,0,1,Budget-Conscious
1,0,81320.0,61,1,2,0,68,928,17,0,0,2,High-Value
1,1,54137.0,46,2,6,0,56,203,9,1,0,1,Budget-Conscious
1,0,66825.0,73,1,2,0,59,858,15,0,0,2,High-Value
1,0,57100.0,19,1,3,0,53,409,12,0,0,2,High-Value
1,0,58917.0,10,5,5,0,57,282,11,3,0,0,Deal-Seeking Parents
1,1,85072.0,94,1,0,0,49,1423,17,0,0,2,High-Value
1,1,86429.0,10,0,2,1,65,1449,18,0,1,3,Premium Loyal
1,1,45684.0,37,1,7,0,55,28,3,1,0,1,Budget-Conscious
1,0,47889.0,94,1,5,0,52,67,5,1,0,1,Budget-Conscious
2,0,45921.0,23,1,4,0,40,199,9,0,0,1,Budget-Conscious
2,1,78420.0,75,1,1,0,60,1453,21,0,0,2,High-Value
1,0,75114.0,40,1,2,0,34,1253,18,0,0,2,High-Value
2,1,52278.0,24,6,8,1,63,1198,25,1,0,0,Deal-Seeking Parents
2,0,35641.0,11,2,7,1,54,178,8,1,0,1,Budget-Conscious
1,1,95529.0,29,1,3,1,32,1990,17,0,1,3,Premium Loyal
1,0,62820.0,51,1,1,0,72,976,13,0,0,2,High-Value
2,0,73113.0,86,1,2,0,66,1001,14,0,0,2,High-Value
2,0,84169.0,9,1,3,1,44,1919,19,0,2,3,Premium Loyal
0,1,42607.0,30,2,3,0,72,350,12,1,0,1,Budget-Conscious
2,1,74637.0,73,1,3,0,72,1650,24,0,1,2,High-Value
2,0,46015.0,25,1,7,0,71,46,4,2,2,1,Budget-Conscious
1,1,72354.0,67,1,1,0,33,1228,18,0,0,2,High-Value
2,1,39858.0,67,1,6,1,57,95,6,1,0,1,Budget-Conscious
2,0,34469.0,58,3,4,0,78,62,6,2,0,1,Budget-Conscious
1,0,83033.0,82,1,5,0,40,1761,25,1,1,2,High-Value
2,0,24401.0,98,3,8,0,47,467,13,0,0,1,Budget-Conscious
1,0,77583.0,93,1,2,0,48,1149,18,0,1,2,High-Value
0,1,74116.0,53,1,2,0,44,2052,18,0,1,2,High-Value
1,1,74293.0,66,1,2,0,33,1127,15,0,0,2,High-Value
2,0,68397.0,6,1,3,0,50,1416,20,1,0,2,High-Value
2,0,79632.0,42,1,2,0,52,1113,19,0,0,2,High-Value
1,1,46107.0,78,1,3,0,37,125,6,1,0,1,Budget-Conscious
2,1,64950.0,29,2,7,0,75,966,23,1,1,2,High-Value
0,0,25443.0,82,1,8,0,37,32,4,1,0,1,Budget-Conscious
1,1,75127.0,92,1,1,0,74,833,18,0,0,2,High-Value
2,0,32892.0,78,2,8,0,55,46,6,1,0,1,Budget-Conscious
1,0,71796.0,54,1,4,0,55,960,16,0,0,2,High-Value
2,0,67536.0,45,3,8,0,56,1829,27,1,1,2,High-Value
1,1,55239.0,59,3,5,0,55,779,23,1,0,2,High-Value
2,1,60554.0,8,2,6,0,51,811,21,1,0,2,High-Value
0,1,64831.0,51,8,6,0,74,1120,14,2,0,0,Deal-Seeking Parents
2,0,56067.0,51,2,5,0,64,725,18,1,0,2,High-Value
1,1,82025.0,76,1,1,1,43,1187,11,0,1,3,Premium Loyal
1,0,94384.0,62,0,2,1,73,2302,18,0,3,3,Premium Loyal
0,1,14906.0,86,3,7,0,40,66,6,0,0,1,Budget-Conscious
2,0,51563.0,60,1,8,0,39,1250,18,0,2,3,Premium Loyal
0,0,57937.0,56,3,3,0,44,683,17,1,0,2,High-Value
1,1,68274.0,83,2,3,0,47,305,11,2,0,1,Budget-Conscious
1,0,39771.0,92,1,4,0,49,50,5,1,0,1,Budget-Conscious
0,1,67893.0,31,2,8,0,51,995,14,1,0,2,High-Value
2,0,27922.0,80,1,4,0,47,41,5,1,0,1,Budget-Conscious
2,0,52190.0,39,3,5,0,50,77,6,2,1,1,Budget-Conscious
2,1,44051.0,20,4,6,1,53,171,8,2,0,0,Deal-Seeking Parents
2,1,42767.0,53,1,8,0,55,131,6,2,0,1,Budget-Conscious
2,0,46106.0,84,1,6,0,50,54,4,2,0,1,Budget-Conscious
2,0,16927.0,50,5,8,0,50,53,7,2,0,1,Budget-Conscious
1,0,59754.0,96,3,5,1,61,475,13,1,0,0,Deal-Seeking Parents
1,1,53700.0,94,4,5,0,74,694,18,1,0,0,Deal-Seeking Parents
1,0,59041.0,25,2,5,0,53,96,6,2,0,1,Budget-Conscious
2,1,54237.0,48,4,6,0,69,361,12,1,0,0,Deal-Seeking Parents
1,1,70647.0,65,2,2,0,59,1079,24,1,0,2,High-Value
2,1,52597.0,69,3,5,0,64,578,17,1,0,0,Deal-Seeking Parents
2,0,41021.0,12,2,6,1,57,64,5,1,0,1,Budget-Conscious
2,0,40233.0,84,5,6,0,51,149,8,1,0,0,Deal-Seeking Parents
1,0,50183.0,47,7,5,0,46,231,10,2,0,0,Deal-Seeking Parents
1,0,54753.0,87,3,4,0,67,728,18,1,0,2,High-Value
1,0,92955.0,35,1,2,1,53,1778,22,0,2,3,Premium Loyal
1,0,33471.0,47,3,7,0,53,93,7,1,0,1,Budget-Conscious
2,0,34596.0,48,1,8,1,52,23,3,1,0,1,Budget-Conscious
1,0,44010.0,46,6,9,0,46,662,18,1,0,0,Deal-Seeking Parents
1,0,84219.0,27,1,1,0,38,1198,17,0,0,2,High-Value
2,0,40706.0,37,4,7,0,58,81,7,3,0,0,Deal-Seeking Parents
0,0,15716.0,8,3,8,0,38,92,7,1,0,1,Budget-Conscious
0,1,59052.0,29,3,5,0,67,491,15,1,0,2,High-Value
2,0,80573.0,85,1,2,0,55,1564,23,0,0,2,High-Value
1,0,83715.0,2,1,0,0,64,926,23,0,0,2,High-Value
2,0,82576.0,66,1,1,0,67,1910,18,0,1,2,High-Value
2,0,56962.0,60,7,7,0,61,411,14,3,0,0,Deal-Seeking Parents
1,0,35704.0,54,3,4,0,74,94,6,2,0,1,Budget-Conscious
1,0,53103.0,70,5,7,0,72,1085,23,1,1,0,Deal-Seeking Parents
0,1,46779.0,55,1,4,0,66,23,3,2,0,1,Budget-Conscious
1,1,4861.0,20,0,14,0,61,6,0,0,0,1,Budget-Conscious
2,1,33462.0,78,1,7,0,47,54,5,1,0,1,Budget-Conscious
1,1,63693.0,63,3,6,0,48,1150,26,1,0,2,High-Value
1,0,80763.0,17,1,3,1,76,1415,22,0,2,3,Premium Loyal
2,0,65352.0,43,2,4,0,52,405,14,1,0,2,High-Value
2,0,82170.0,13,1,2,0,48,1908,18,0,0,2,High-Value
1,0,75759.0,46,1,5,1,57,2486,25,0,3,3,Premium Loyal
0,1,79689.0,65,1,2,0,50,1315,26,0,0,2,High-Value
2,1,35340.0,1,2,5,0,70,45,5,2,0,1,Budget-Conscious
1,1,85683.0,6,1,1,1,72,1789,16,0,4,3,Premium Loyal
0,0,24884.0,32,1,7,0,54,19,3,1,0,1,Budget-Conscious
2,0,42021.0,34,5,9,0,45,573,17,1,1,0,Deal-Seeking Parents
1,1,64449.0,70,4,4,0,37,805,20,1,0,2,High-Value
1,1,64587.0,49,2,3,0,72,108,6,2,0,1,Budget-Conscious
1,1,34824.0,65,1,6,0,31,23,3,0,0,1,Budget-Conscious
1,0,75437.0,25,1,6,0,48,1493,22,0,1,2,High-Value
1,0,26091.0,84,3,5,0,69,89,6,2,0,1,Budget-Conscious
1,0,52845.0,7,3,6,0,53,936,22,1,1,2,High-Value
1,1,46086.0,34,4,4,0,70,343,12,1,0,0,Deal-Seeking Parents
2,1,78028.0,38,1,7,1,70,528,19,1,2,3,Premium Loyal
2,1,95169.0,1,1,1,1,39,1901,11,0,2,3,Premium Loyal
0,0,56337.0,25,5,8,1,45,724,17,2,2,0,Deal-Seeking Parents
1,0,22434.0,25,2,8,0,39,58,5,1,0,1,Budget-Conscious
2,0,36930.0,50,5,8,0,72,297,11,1,0,0,Deal-Seeking Parents
1,1,36130.0,46,6,4,1,72,488,15,1,1,0,Deal-Seeking Parents
2,0,65569.0,96,2,3,0,73,859,21,1,0,2,High-Value
1,0,83844.0,57,1,1,0,74,1574,19,0,1,2,High-Value
1,0,19514.0,47,4,8,0,58,69,6,2,1,1,Budget-Conscious
2,1,36736.0,52,1,6,0,63,17,3,2,0,1,Budget-Conscious
1,0,77568.0,30,1,5,0,47,2194,20,1,3,3,Premium Loyal
2,0,49187.0,63,1,2,0,50,116,7,1,0,1,Budget-Conscious
1,1,30168.0,51,7,9,0,48,279,11,1,0,0,Deal-Seeking Parents
2,0,34053.0,14,1,8,0,58,103,6,1,0,1,Budget-Conscious
2,0,38196.0,20,3,5,0,55,44,6,2,0,1,Budget-Conscious
2,0,59412.0,56,1,3,0,75,406,14,0,0,2,High-Value
0,0,70924.0,41,1,3,0,61,1363,19,0,1,2,High-Value
1,0,54165.0,72,1,2,0,57,236,10,0,0,2,High-Value
1,0,32300.0,1,1,8,0,53,39,4,1,0,1,Budget-Conscious
1,1,20180.0,27,1,7,0,50,137,7,0,0,1,Budget-Conscious
1,0,34961.0,77,3,7,0,53,79,7,1,0,1,Budget-Conscious
2,0,28440.0,87,1,8,0,52,63,5,1,0,1,Budget-Conscious
2,0,64504.0,81,7,7,1,73,1314,18,3,0,0,Deal-Seeking Parents
2,0,33564.0,51,1,5,0,60,71,5,1,0,1,Budget-Conscious
1,0,17345.0,79,2,8,0,48,58,5,1,0,1,Budget-Conscious
2,0,56320.0,11,3,4,0,59,702,18,1,0,2,High-Value
1,1,28647.0,54,1,7,1,48,94,6,1,1,1,Budget-Conscious
0,1,15038.0,93,2,9,0,39,80,5,1,0,1,Budget-Conscious
2,1,32173.0,0,1,4,0,68,22,4,1,0,1,Budget-Conscious
0,0,68316.0,54,5,6,0,62,1211,27,1,0,0,Deal-Seeking Parents
1,0,74538.0,21,1,3,1,55,1461,21,0,1,3,Premium Loyal
1,1,91700.0,58,1,3,1,55,1968,19,0,0,3,Premium Loyal
1,0,68695.0,3,1,2,0,57,1091,15,0,0,2,High-Value
0,0,31056.0,99,1,8,0,49,55,4,1,0,1,Budget-Conscious
1,0,79593.0,70,1,2,0,53,1366,18,0,1,2,High-Value
1,1,28071.0,65,2,8,0,46,313,11,0,0,1,Budget-Conscious
2,0,37334.0,44,4,4,0,68,62,7,2,0,0,Deal-Seeking Parents
2,1,46423.0,6,3,7,0,54,92,6,2,0,1,Budget-Conscious
2,0,37126.0,9,1,6,1,55,72,5,1,1,1,Budget-Conscious
1,0,47703.0,95,4,5,0,73,655,17,1,0,0,Deal-Seeking Parents
1,0,61180.0,70,2,3,0,67,704,16,1,1,2,High-Value
1,0,38998.0,92,3,8,0,72,54,5,2,0,1,Budget-Conscious
1,1,8028.0,62,15,19,0,35,178,1,0,0,0,Deal-Seeking Parents
1,0,76081.0,85,1,2,0,64,1033,13,0,1,2,High-Value
1,0,34728.0,2,1,6,1,40,36,4,1,0,1,Budget-Conscious
2,1,33168.0,0,3,7,0,61,122,7,1,0,1,Budget-Conscious
2,0,33585.0,91,1,4,0,60,122,6,1,0,1,Budget-Conscious
2,0,77037.0,3,1,3,0,66,1123,26,1,0,2,High-Value
1,0,35196.0,68,6,8,1,42,497,12,1,0,0,Deal-Seeking Parents
1,0,44529.0,98,6,5,0,60,691,19,1,1,0,Deal-Seeking Parents
0,0,70924.0,41,1,3,0,61,1363,19,0,1,2,High-Value
2,0,28764.0,16,1,8,0,60,12,3,2,1,1,Budget-Conscious
2,0,69098.0,82,1,5,0,77,2440,24,0,0,2,High-Value
0,1,25959.0,1,2,6,1,56,56,5,2,0,1,Budget-Conscious
2,0,27100.0,64,1,7,0,43,37,4,1,0,1,Budget-Conscious
1,1,70596.0,68,1,2,0,41,968,20,0,0,2,High-Value
1,0,42557.0,98,4,8,0,52,270,11,1,0,1,Budget-Conscious
2,0,53312.0,32,1,7,0,75,278,11,0,0,1,Budget-Conscious
1,1,72228.0,87,1,3,0,74,1250,21,0,0,2,High-Value
1,0,67605.0,84,1,1,0,39,938,16,0,0,2,High-Value
2,0,62845.0,3,11,8,0,77,1178,17,2,1,0,Deal-Seeking Parents
1,0,65196.0,34,2,5,0,68,1155,24,2,1,2,High-Value
2,1,42000.0,23,2,5,1,39,653,18,0,0,3,Premium Loyal
2,1,35860.0,37,2,5,0,53,49,4,2,1,1,Budget-Conscious
2,0,65526.0,22,1,2,0,62,506,16,1,0,2,High-Value
1,0,16860.0,19,3,7,0,65,38,5,2,0,1,Budget-Conscious
1,1,83528.0,7,1,1,1,34,1650,22,0,2,3,Premium Loyal
0,1,64176.0,52,8,6,0,61,1826,25,1,0,0,Deal-Seeking Parents
1,1,22304.0,91,1,8,0,70,18,3,0,0,1,Budget-Conscious
1,0,67023.0,93,1,2,0,48,906,23,0,0,2,High-Value
2,0,32892.0,78,2,8,0,55,46,6,1,0,1,Budget-Conscious
1,0,70713.0,23,6,3,0,60,1477,19,1,0,2,High-Value
1,0,59925.0,83,3,6,0,71,766,20,1,0,2,High-Value
1,0,39722.0,92,2,5,0,73,47,5,1,0,1,Budget-Conscious
1,0,46610.0,4,1,6,0,68,467,13,0,0,2,High-Value
1,0,88347.0,32,1,1,0,65,2116,20,0,1,2,High-Value
2,0,87171.0,27,1,2,0,45,1298,24,0,2,3,Premium Loyal
0,0,26907.0,10,2,7,0,50,22,4,2,0,1,Budget-Conscious
2,1,50014.0,9,2,5,0,58,396,13,1,0,1,Budget-Conscious
2,0,41014.0,65,1,7,0,48,20,3,1,0,1,Budget-Conscious
1,1,66294.0,68,1,2,0,61,967,12,0,0,2,High-Value
1,0,36715.0,16,6,9,1,55,357,13,1,0,0,Deal-Seeking Parents
1,0,79456.0,12,1,3,1,70,1401,15,0,0,3,Premium Loyal
1,0,40479.0,95,1,4,0,44,15,3,1,0,1,Budget-Conscious
2,1,75345.0,16,1,3,1,56,2087,19,0,1,3,Premium Loyal
1,0,54233.0,46,4,8,0,49,981,22,1,0,0,Deal-Seeking Parents
1,1,24163.0,3,2,4,0,56,17,4,2,0,1,Budget-Conscious
2,0,84460.0,80,0,5,1,68,523,22,0,4,3,Premium Loyal
1,0,43776.0,77,1,6,0,43,23,3,1,0,1,Budget-Conscious
2,1,71691.0,0,1,2,1,68,1192,16,0,0,3,Premium Loyal
2,0,85844.0,62,1,2,0,53,1958,19,0,1,2,High-Value
2,1,39190.0,91,2,5,0,52,133,7,1,0,1,Budget-Conscious
1,0,71367.0,24,1,2,0,67,777,16,0,0,2,High-Value
2,1,38578.0,2,3,8,0,54,73,6,2,0,1,Budget-Conscious
2,0,57236.0,22,3,3,0,61,121,7,2,0,1,Budget-Conscious
1,1,61825.0,56,1,4,0,47,424,14,1,0,2,High-Value
1,1,79803.0,54,1,1,0,68,868,12,1,0,2,High-Value
0,1,80910.0,71,1,1,0,40,756,14,0,0,2,High-Value
2,0,27590.0,38,1,7,0,44,12,3,1,0,1,Budget-Conscious
1,0,56775.0,62,2,5,0,47,937,23,1,0,2,High-Value
1,1,83829.0,78,0,1,1,51,1862,17,0,3,3,Premium Loyal
0,0,54210.0,18,2,5,0,47,367,12,1,0,1,Budget-Conscious
1,0,38508.0,95,6,8,0,40,443,14,1,0,0,Deal-Seeking Parents
1,0,53187.0,66,2,5,0,56,267,11,1,0,1,Budget-Conscious
1,0,30023.0,28,1,8,0,54,61,5,1,0,1,Budget-Conscious
2,1,76045.0,78,1,2,0,66,1323,20,0,1,2,High-Value
2,0,50870.0,13,1,5,0,74,63,5,1,0,1,Budget-Conscious
0,0,15315.0,27,2,5,0,56,64,6,0,0,1,Budget-Conscious
0,0,65463.0,17,2,5,0,52,562,17,1,1,2,High-Value
1,0,66480.0,71,7,4,0,61,312,12,2,0,0,Deal-Seeking Parents
1,1,76773.0,79,1,1,0,72,1156,15,0,0,2,High-Value
0,1,81698.0,1,1,5,1,43,1104,15,0,1,3,Premium Loyal
2,1,54466.0,78,1,5,0,53,16,3,2,0,1,Budget-Conscious
2,1,98777.0,23,0,1,0,66,2008,19,0,1,2,High-Value
2,1,16269.0,75,3,8,0,42,44,6,1,0,1,Budget-Conscious
1,0,71819.0,70,3,6,0,55,1574,11,1,2,2,High-Value
